name,lat,lon
Payet,-11.9709792,-77.0402626
Gran Mercado El Pino,-11.8569544,-77.0416111
Juega Sueña Crea @yakoart,-12.1456974,-77.0193296
Bernabé Calagua Arias,-12.1881981,-76.8670558
General José de San Martín,-12.1730802,-76.9328986
La Perricholi,-12.3510326,-76.8069725
Mercado Nueva Generación Chama,-12.2324887,-76.917354
Mercado César Vallejo,-12.2194691,-76.9478462
Gran marcado Zapallal,-11.8438008,-77.1014974
Piedra del Papa,-12.2033904,-76.931439
San Miguel Arcángel,-12.110295,-77.036909
Virgen María,-12.0621391,-76.9432017
San Juan de Dios,-12.0651063,-76.9898314
Abel Bergasse du Petit Thouars,-12.0690133,-77.03585
Itzjak Rabin,-12.1210894,-77.0437773
Jorge Chávez Dartnell,-12.1533649,-77.0017942
Blériot XI,-12.1534277,-77.0017102
North American NA-50,-12.1537315,-77.0019263
José Abelardo Quiñones Gonzáles,-12.1536749,-77.0020033
Bell 212 Twin Huey,-12.1542266,-77.0097575
Un Perú conectado,-12.1535548,-77.0094797
Nuestra historia,-12.1536232,-77.0096832
Fuerza Aérea del Perú,-12.151095,-77.0056107
Capitán FAP José Abelardo Quiñones Gonzales,-12.1511751,-77.0054897
Lema de Quiñones,-12.1517505,-77.00459
Guerra del Cenepa,-12.1517156,-77.0046448
Sargento 2do Lázaro Orrego Morales,-12.1516832,-77.0046965
Carta al futuro Presidente,-12.1516464,-77.0047545
Toma de Puerto Bolívar,-12.1516108,-77.0048144
Aviadores de la Paz,-12.1522228,-77.0038634
Conflicto del Cenepa,-12.1519251,-77.0043233
Duilio Poggi Gómez,-12.1031521,-77.0584733
Boulevard Bolognesi,-12.2744741,-76.8694538
Héroes de la Paz,-12.1164755,-77.00157
San Martín de Porres,-12.0316132,-77.0442096
Alfonso Bringas,-12.1289925,-77.0349655
San Marcelino Champagnat,-12.128843,-77.0351193
Raúl Ferrero Rebagliati,-12.1280424,-77.0350444
Amarre,-12.1285055,-77.0349828
Enrique de Ravago Velarde,-11.975796,-76.7698782
Himno oficial del disitrito,-11.9758197,-76.7697371
Genaro Hidalgo Ochoa,-12.0253557,-76.9225975
Antonio Miranda,-12.0253165,-76.9225708
Faustino Carrión,-12.0253873,-76.9226311
Ultimatum de la Merced,-12.0481534,-77.0328991
Cueva de los murciélagos,-12.1911596,-76.850574
Casa Hacienda El Fortín,-11.8610866,-77.0424816
Valle de la Nueva Esperanza,-12.2085073,-76.9517557
Museo Nacional del Perú,-12.2544682,-76.9110868
Hubert Lanssier,-11.9938033,-76.9019191
Bungalows & Suites,-12.2164744,-76.8436466
Monumento a Bernardo O'Higgins,-12.0998694,-76.9479796
Hotel Casa Andina,-12.1240771,-77.0310418
Serviplaza,-11.9938943,-77.0627852
Boca del Lobo,-12.2041145,-77.0375707
Alamos,-12.0710791,-77.0057546
El Romance,-12.0310553,-77.0118836
Club de Leones La Capilla,-12.1039911,-76.9481664
Arco de Urbanización La Capilla,-12.1040805,-76.9479498
Hostal Perú House,-12.0833135,-77.0659925
Glorias Barbero Goya home,-12.2130942,-77.0076138
UVK,-12.082985,-76.9688707
Minimercado El Marquez,-12.201403,-77.0200422
Minimercado El Porvenir,-12.2019523,-77.020289
Centro Comercial 28 de Julio,-11.9390118,-76.6964674
Mercado Niño Jesús de Chosica,-11.9355132,-76.6941018
Enriqueta Ávalos Gariazzo de Mendoza,-11.9346929,-76.6935276
Centro comercial Echenique,-11.9329769,-76.6933575
Paseo El Huarango y las Lechuzas,-11.9371701,-76.6957323
Nuestro Huarango,-11.9371496,-76.6957045
Paseo de Las Américas,-11.9361429,-76.6951717
Cañon de Chosica,-11.9363383,-76.6949316
General Simón Bolívar,-11.9364049,-76.6949057
Coronel Leoncio Prado,-11.9400135,-76.6958096
Hospedaje Residencial Chosica,-11.9354993,-76.6944327
Murales Artísticos del Jirón Colombia,-11.9378099,-76.6940924
Blue House backpackers,-12.1283545,-77.0301645
Centro Cultural Luciernagas Espacio de Arte,-11.9706597,-77.0032328
Paraíso II,-11.9665205,-76.9912863
Pulpo,-12.1309875,-76.8233478
Camarón,-12.1310334,-76.8234752
Caracol,-12.1311448,-76.8237173
Reloj,-12.1311828,-76.8237863
Delfín,-12.1312425,-76.8238983
Tortuga,-12.1312943,-76.8241384
Antonio Pinilla,-12.0841738,-76.9716232
Alberto Andrade Carmona,-12.0709274,-76.9374682
Eduardo Orrego VIllacorta,-12.0697851,-76.9378193
Madre Patria,-12.0671372,-77.0615239
Mirador de Yanacoto,-11.9408768,-76.7287075
Club de Leones de Zarate,-12.0325383,-77.0123744
Mercado Plaza Torre Blanca,-11.8513428,-77.0029792
El Curaca de Puruchuco,-12.0642154,-76.9395768
Hostal Ok,-11.9860598,-77.0165168
Tourist información center,-12.1259245,-77.0293374
Hostel Passion Barranco,-12.145744,-77.0187262
Apartamentos Los Cedros,-12.2096406,-77.0170558
Mercado 29 de Septiembre,-11.8241066,-77.1603192
Souma Hotel Lima,-12.1260586,-77.0333023
Cinerama,-12.119692,-77.0294558
Pasaporte al arte,-12.1215812,-77.027344
Mercado Huascar,-11.9674277,-77.0046626
Camping Overlander and Airbnb El Tip Viajero,-12.0155696,-77.0764874
Asociación de Comerciantes San Marcos,-12.0530243,-77.0272501
Santísima Cruz de Motupe,-12.0107837,-77.0496329
Monterrico Polo Aparts,-12.1025567,-76.9719194
Virgen de Lourdes,-11.9997678,-77.0541965
Antares Inn,-12.0078823,-77.0539868
Chela Barbero Apartamento,-12.1117264,-76.9809116
Fantacia,-11.9908091,-77.014491
Teatro Universitario de San Marcos,-12.05167,-77.0321636
George Washington,-12.0699991,-77.0372366
Bicicleta gigante,-12.1353936,-76.9176507
Bicicleta,-12.1344699,-76.9228687
Portal de piedra,-12.133663,-76.9256515
Altar ceremonial Inca,-12.1275866,-76.9126654
Zona campamento Apu Siqay,-12.129197,-76.9129978
Atrapanieblas,-12.1345067,-76.9223381
Wilder Ananias Lozano Noriega,-12.0607892,-77.0852748
Bahia,-12.0352718,-76.9972577
Puente Inn,-12.0308011,-76.9993046
Malu,-12.0346531,-76.997168
Los Claveles,-12.0367707,-76.9971974
Elefantes,-12.2058107,-76.9530769
Ocean's,-12.0628762,-77.0767387
Hostal Pando,-12.0617434,-77.0753442
Necochea,-12.0949689,-77.0505765
José Abelardo Quiñones,-12.1213928,-77.030357
Mercado San Martin,-12.1259233,-77.0297939
Casa Goya Barbero,-12.2146969,-77.0050845
Huaca Templo Con Con,-11.8793463,-77.0222725
Muralla de Tungasuca,-11.8953845,-77.0418285
Huaca El Sauce,-12.0073751,-76.9904065
Alfredo Novoa Cava,-12.0843444,-77.0461749
Hospedaje Tinkus,-12.1235585,-77.0270488
Casa Hacienda Punchauca,-11.8339802,-77.0011311
El Crucero del Amor,-12.0340029,-76.9994248
Hostal Genova,-11.7719543,-77.1709224
El Parque,-11.9770571,-77.0018837
Hostal Pachamama,-12.0533851,-77.0433759
Acenespar GC - Curayacu,-12.3968745,-76.7789558
Mafalda,-12.1433668,-77.0241275
El Petiso,-12.0513647,-77.0353133
Casita Libertad,-12.1525394,-77.0216109
Mèxico,-11.9551841,-77.0606311
Kyoto,-12.0232336,-77.0333217
José Carlos Mariategui,-12.0574693,-77.0814062
Ayenda La Luna In,-12.1204923,-77.0265624
Bienvenidos a Surco Pueblo,-12.1441848,-77.0032558
ALianza Lima,-12.0512678,-76.9691103
SANTA ANITA,-12.0574952,-76.9718523
The Secret Garden Hostel,-12.1182093,-77.0283678
Casaroma Hostel,-12.1317353,-77.0285514
El Agustino,-12.0585721,-76.9746034
Parque El Maestro,-12.1449588,-76.9893372
Alianza Lima,-12.1460311,-77.0002354
Jose Encinas,-12.0498604,-76.9638265
Los Anillos,-12.0683049,-76.9725522
Cine Susy,-12.1535903,-76.9715607
Las Teteras,-11.9901312,-77.0143437
Samanai Wasi B&B,-12.076328,-77.0324752
Santa Teresa,-12.1443696,-76.9976238
Ibis Lima Reducto Miraflores,-12.1289103,-77.02359
Selva escondida San Juan de Lurigancho,-11.9844854,-76.9931423
Thay83,-12.1212172,-77.0355344
Viajero Lima Barranco,-12.1467903,-77.0214052
Villa Descanso,-12.1279056,-77.0338767
Hostal ancestral,-12.1450515,-77.02312
Waikiki hostal,-12.1273332,-77.0334253
Quinoa backpackers hostel,-12.0689915,-77.0348827
Pullman,-12.1297278,-77.0295749
REAL PLAZA,-12.0401538,-76.9322676
Minimercado Alameda de Villa,-12.2111554,-76.9453944
Lima Airport Peru Apartments and Rooms for travelers  | El Tip Viajero Airbnb,-12.0155841,-77.0765949
Rancho Aventura Park-Sede Pachacamác,-12.2150452,-76.8612609
Los Pinguinos,-12.3626866,-76.7971502
CERRO BOTIJA,-12.3417264,-76.8151767
Santa Cruz de Infantas,-11.9447993,-77.0670386
Mercado Cooperativa de Pro,-11.9352337,-77.0773517
Monumento Mesa Redonda,-12.0023013,-77.0577515
The Point Hostel,-12.120587,-77.0334246
Busto Miguel Grau,-11.9445531,-77.067109
Monumento a Jorge Arrospide y Loyola,-12.0918418,-77.0366721
CASA DE WINS,-12.1238903,-76.8709011
Huaca Larga,-12.0657242,-77.0836428
Huaca 32,-12.066775,-77.0850708
Canal Prehispánico,-12.0664064,-77.0832958
Huaca 30,-12.0655535,-77.0857923
Huaca Tres Santiagos,-12.0670999,-77.0929742
Palacio Inca,-12.0645168,-77.0929355
Huaca 61,-12.0638753,-77.0927462
Huaca 50,-12.0672732,-77.0913062
Huaca 60,-12.0671135,-77.0921179
Huaca 59A,-12.0664518,-77.0923907
Huaca 59B,-12.066213,-77.0918985
Huaca 56,-12.0657276,-77.0924261
Huaca 59C,-12.0657097,-77.0920035
Huaca 57C,-12.06579,-77.0896019
Huaca 58A,-12.0666084,-77.089447
Huaca 58,-12.067362,-77.0895839
Huaca 27,-12.06391,-77.0897468
Huaca 57A,-12.064825,-77.0907635
Huaca 57B-1,-12.0656652,-77.0912268
Huaca 57B-2,-12.0665054,-77.0910874
Huaca 57D,-12.0651109,-77.0915777
Huaca 47A,-12.0687108,-77.0877474
Huaca 47,-12.0669219,-77.0872503
Huaca 49,-12.0677866,-77.0906465
Huaca 37C,-12.0697387,-77.0862434
Huaca 46,-12.0685679,-77.0887369
Condorito y Whashington,-12.1456241,-77.0243036
Hostal Prestigio SMP,-12.0195144,-77.0895587
El Golf Hotel Boutique,-12.1019512,-77.0540939
Maypa Lima Airport,-12.0359755,-77.0902281
Hostal Las Vegas,-12.026738,-77.0333576
Hostal La Parada,-12.0263085,-77.0338198
Hostal El Virrey,-12.0333039,-77.0262024
Hospedaje Necy,-12.0332704,-77.0262461
Mundo Alpaca,-12.1304154,-77.0300658
Hostal Residencial Mochica,-12.0127212,-77.0599721
Peaje Puente Piedra,-11.9092559,-77.0706884
El Quilla Surf Hostel,-12.33864,-76.824808
Hotell Britania Crystal Colleection,-12.1181904,-77.0273082
Hostal Bolognesi,-12.061463,-77.0417711
Hilton Garden Inn,-12.1237702,-77.0327953
Miraflores Cityhotel,-12.1221355,-77.0316328
Nancy Flores Paucar,-12.1029875,-77.0654717
Almirante José Padilla López,-12.1238008,-77.0402945
Martin Jorge Guise,-12.1237222,-77.0402136
Almirante Guillermo Brown,-12.123816,-77.0401977
Contralmirante Eduardo Carrasco Toro,-12.1238189,-77.0401269
Carlos De Los Heros,-12.1238173,-77.0400652
Juan Manuel Fanning Garcia,-12.123789,-77.0399685
Hostal Diana,-12.047632,-77.0337811
Cielo Plaza,-12.2144515,-76.906422
Virgen de La Medalla Milagrosa,-12.1015436,-77.0609967
Rainbow Hostel,-12.1294154,-77.0325818
Santa Rosa de Lima,-12.2569543,-76.8882274
Ventana Indiscreta,-12.0852698,-76.972189
Monumento COOPOP,-12.1017264,-76.9441708
Uli's house,-12.122905,-77.0146404
MALECÓN BALTA 758 - Miraflores,-12.1236357,-77.0326799
Plaza Huayna Cápac,-12.1995402,-76.9591849
Pesca Terminal,-12.1184036,-77.0250667
Market Líder,-12.1020745,-76.9503308
Minimercado Festejo,-12.1016743,-76.9501663
Parque Gonzales Olaechea,-12.0553265,-77.0723708
La Casona Azul,-12.1274827,-77.0325199
Piedra basal andina,-12.0454958,-77.0313708
Henry Dunant,-12.1171203,-77.0456721
Parque Las Begonias,-11.8864806,-77.0725831
Libre Hotel BW Signature Collection,-12.125316,-77.0270335
Hilton,-12.1186746,-77.0268158
Mercado Nuevo Horizonte,-12.0012773,-76.8534088
Señor de los Milagros de Surquillo,-12.1068654,-77.0254007
Virgen María Reparadora,-11.9869265,-77.0633901
Virgen María Auxiliadora,-12.1074561,-77.0244055
Colores Hospedaje Miraflores,-12.1228632,-77.0336427
"Claro Clav, Calle Shell 325",-12.1229351,-77.0287784
Juego manía Park,-12.1929179,-76.9676503
Hostal Villarán,-12.1220392,-77.005341
NAIA Miraflores,-12.124019,-77.0277787
Qema Lima,-12.122637,-77.0277033
Blu Hotel Boutique,-12.1244477,-77.0257835
Estatua de Juan Pablo Vizcardo y Guzmán,-12.1189115,-76.9979553
Casa Madrid - Nomadoof,-12.1286439,-77.0323752
Parque Del Aire,-12.1534009,-77.0091761
Parque De Atracciones Voces Por El Clima,-12.1532673,-77.0108824
Simón Bolívar,-12.1171388,-77.0205569
Parque Las Hiedras III,-12.1523957,-77.0089621
Federico Villarreal,-12.1250787,-77.0044873
Doubletree By Hilton Lima San Isidro,-12.0950675,-77.0332009
Best Western Plus,-12.1303791,-77.0296569
Parque Los Rosales,-12.0007799,-77.0532492
Estatua de Martín de Porras,-12.0038534,-77.061022
Monumento de Promoción 1972-1976,-11.9468471,-76.7000796
Placa de promoción 1972-1976,-11.9464336,-76.7000721
"Letras ""San Martín de Porres""",-12.0036539,-77.061072
"Letrero ""Municipalidad de San Martín de Porres""",-12.0042551,-77.0613755
Letras SMP,-12.0040212,-77.0596416
Anfiteatro Parque de la Familia,-12.0991943,-77.0104606
"Dos culturas, una visión",-12.1005041,-76.9944562
Anillos Olímpicos,-12.1038124,-76.9893323
Eduardo Dibós Dammert,-12.103779,-76.9891281
Pierre de Coubertin,-12.1037113,-76.9892881
Edwin Vásquez Cam,-12.1036032,-76.98934
Auditorio Elivio Vannini Chumpitazi,-12.0997067,-76.9861576
Pedidos Ya Market,-12.0638493,-76.9605465
Arawi Miraflores Express,-12.126189,-77.024929
Mirador,-12.1502479,-77.0241671
Prehispanic Municipal Museum,-12.0452015,-77.0280897
Julio Escobar,-12.1643947,-76.99108
Serenzza hôtel,-12.0883701,-77.0185311
Veterano de guerra,-12.155429,-76.8840643
Casa Bellido -Miraflores Private Rooms - Cocina Compartida - Wifi,-12.1107203,-77.0312088
Casa Bellido - Miraflores Private Rooms,-12.1106718,-77.0311962
San Pedro de Lurín,-12.2737903,-76.8726643
Cañón Republicano,-12.274142,-76.8725947
Virgen de Fátima,-12.2947719,-76.8524256
Museo del café peruano,-12.0461495,-77.0287752
Museo national afroperuano,-12.0466852,-77.0258366
Museo municipal prehispanico,-12.0452757,-77.0279438
Hostal HTG,-11.9767206,-76.7730634
Chaclacayo Center,-11.976615,-76.7729105
Chaclacayo Gardens,-11.9786198,-76.7755757
El Bungalow,-11.9821723,-76.7742654
Luis Giampietri Rojas,-12.0996188,-76.9729816
Arawi Prime Hotel,-12.1258018,-77.0305145
Casa Andina Premium,-12.0927679,-77.0277334
Héroes de la Solidaridad,-12.1008559,-76.9708242
posste001,-11.954295,-77.0439279
P001,-12.02782,-77.0722938
P003,-12.0276014,-77.0728023
P002,-12.0276926,-77.0725374
"Parque ""Islas Malvinas""",-12.1264015,-77.0019444
Malvinas argentinas,-12.1263881,-77.0019409
LMVS 014 NAP 07 MD 02,-12.2281822,-76.9338357
P004,-12.2284138,-76.9341962
P005,-12.22868,-76.9340387
DOMICILIO,-12.2289238,-76.9340214
Monumento a los Voluntarios del Perú,-12.0991168,-76.945806
hahaa,-11.9512533,-77.0481112
Parque Micaela Bastidas,-12.2001127,-76.9876328
Sagrado Corazón de Jesús,-12.1110524,-77.0240451
Alberto Santos Dumont,-12.0877585,-77.0273509
Nap B2B -01 LMCM 002 MD02,-11.9386212,-77.0522097
PC002,-11.9384642,-77.052338
PC003,-11.9382238,-77.052566
PC004,-11.9381771,-77.0526849
PC005,-11.9380722,-77.052598
PC006,-11.9380762,-77.0526524
PC007,-11.937811,-77.0528913
PC008,-11.9377173,-77.0529805
PC009,-11.937558,-77.0531392
PC011,-11.9370797,-77.0535706
PC014,-11.936698,-77.0541323
PC010,-11.9372671,-77.0533934
PC012,-11.9371981,-77.0536839
PC013,-11.936992,-77.0538653
PC016,-11.937438,-77.054327
PC015,-11.9372061,-77.0542258
LOCAL SUNASS,-11.9374316,-77.0543812
Parque de las mariposas de Barranco,-12.1408717,-77.0260292
Domicilio,-11.9946712,-77.0639941
LIOL 023 NAP07,-11.9944294,-77.0639056
Hermasia,-12.1053049,-77.0448065
Parque Pío XII,-12.10702,-77.0452304
Parque Ernesto Alayza Grundy,-12.1079904,-77.0425633
Parque Mercedes Cabello de Carbonera,-12.1051091,-77.028451
Parque Franciso Miranda,-12.1165673,-77.0269186
Parque John F. Kennedy,-12.1217914,-77.0304528
Parque 7 de Junio,-12.1206119,-77.0295659
JW Marriott Hotel Lima,-12.1314715,-77.0295192
Parque Ruiz Gallo,-12.0938717,-77.0690585
Parque Placencia,-12.1254632,-77.0114841
Parque Pablo Arguedas,-12.1272009,-77.0195697
Parque Reducto,-12.1264374,-77.0226132
Parque Leoncio Prado,-12.1247049,-77.0195478
Parque Ramón Castilla,-12.121877,-77.0159304
Parque José Luis Bustamante y Rivero,-12.1001561,-77.0226065
Parque Pucllana,-12.112273,-77.033581
Parque Manuel Solari Swayne,-12.1153761,-77.0335122
Parque Guillermo Correa Elías,-12.1149413,-77.0418604
Parque de los Héroes,-12.138286,-77.0244651
Parque de la Familia,-12.0992331,-77.0099914
Parque Teniente Enrique Palacios,-12.1018447,-77.0132039
Parque Sergio Bernales,-12.0831656,-77.0238432
Parque Fernando Carbajal,-12.0855392,-77.0233888
Parque Robert F. Kennedy,-12.0878287,-77.0196752
Parque Francisco Changanaqui,-12.0860853,-77.0199088
Parque Bellas Artes,-12.0735787,-77.01258
Parque Euler,-12.1026595,-77.0086881
Parque Santo Tomas,-12.1061768,-77.0082911
Parque Lady Olave Baden Powell,-12.0988458,-77.0079554
Parque La Minería,-12.0964732,-77.0073872
Parque Manuel Seaone,-12.0731221,-77.0079161
Parque Veronesse,-12.0947681,-76.9970817
Parque Julio Ponce Antúnez de Mayolo,-12.106267,-76.993545
Parque Andrés Avelino Cáceres,-12.1038923,-76.9959324
Parque San Martín,-12.1039959,-76.9992162
Parque Alfredo Maúrtua,-12.1092894,-76.9947509
